task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags
805,Conduct code review,Eve,Backend,Low,Pending,06-05-2025,21-05-2025,1,,"testing, frontend"
806,Integrate payment gateway,David,DevOps,Medium,In Progress,12-08-2025,15-08-2025,10,,api
807,Analyze user activity data,Grace,Data,Medium,Pending,09-05-2025,19-05-2025,15,,"dashboard, api"
808,Collect user feedback,Grace,UI/UX,High,Pending,30-07-2025,04-08-2025,5,,frontend
809,Collect user feedback,Bob,Frontend,High,Completed,27-05-2025,05-06-2025,6,6,alert
810,Create marketing landing page,Grace,Data,Medium,Pending,03-08-2025,16-08-2025,14,,"optimization, testing, deployment"
811,Deploy application to staging,Bob,UI/UX,High,In Progress,21-06-2025,27-06-2025,13,,"deployment, feedback, backend"
812,Write unit tests for backend,Eve,QA,Medium,In Progress,20-05-2025,03-06-2025,10,,"feedback, alert"
813,Setup CI/CD pipeline,Hannah,Backend,High,In Progress,12-09-2025,30-09-2025,12,,"dashboard, feedback"
814,Develop notification system,Alice,DevOps,High,In Progress,04-10-2025,14-10-2025,11,,payment
815,Conduct code review,Eve,Data,High,Pending,12-06-2025,29-06-2025,16,,"backend, api"
816,Prepare deployment scripts,Eve,DevOps,High,Pending,02-09-2025,15-09-2025,6,,"alert, integration, dashboard"
817,Update mobile app UI,Frank,QA,Low,In Progress,23-04-2025,14-05-2025,6,,"payment, design, integration"
818,Integrate payment gateway,Hannah,Data,Low,Pending,04-05-2025,09-05-2025,4,,"api, setup"
819,Fix bug in login module,Frank,Backend,High,Pending,23-04-2025,04-05-2025,5,,"testing, optimization"
820,Implement search functionality,David,UI/UX,Medium,Completed,03-08-2025,05-08-2025,8,8,"setup, design, integration"
821,Design login page,Grace,Data,High,Pending,14-10-2025,15-10-2025,13,,"setup, backend, frontend"
822,Setup project database,Bob,Data,High,Pending,01-07-2025,08-07-2025,14,,testing
823,Fix bug in login module,Grace,UI/UX,Medium,In Progress,26-06-2025,17-07-2025,2,,"dashboard, optimization, payment"
824,Develop notification system,Carol,UI/UX,High,In Progress,05-05-2025,13-05-2025,8,,"testing, deployment, integration"
825,Collect user feedback,Carol,UI/UX,Low,Pending,19-07-2025,03-08-2025,11,,"frontend, testing, setup"
826,Write unit tests for backend,Carol,Mobile,Medium,Completed,31-08-2025,10-09-2025,11,6,feedback
827,Create marketing landing page,Grace,Data,Medium,In Progress,21-04-2025,11-05-2025,3,,alert
828,Prepare deployment scripts,Frank,Frontend,Medium,Completed,16-04-2025,19-04-2025,9,8,"api, alert"
829,Design login page,Alice,Data,Low,In Progress,08-10-2025,23-10-2025,16,,"design, db"
830,Deploy application to staging,Frank,Frontend,Medium,In Progress,19-09-2025,07-10-2025,6,,"frontend, alert"
831,Prepare deployment scripts,Grace,QA,Medium,Pending,24-06-2025,26-06-2025,5,,"optimization, integration"
832,Setup CI/CD pipeline,Grace,Backend,Medium,In Progress,26-09-2025,09-10-2025,15,,feedback
833,Implement search functionality,Carol,Frontend,Medium,Pending,23-08-2025,25-08-2025,9,,"testing, setup, alert"
834,Prepare deployment scripts,Alice,Mobile,High,Pending,28-04-2025,15-05-2025,11,,db
835,Prepare deployment scripts,David,UI/UX,Medium,Pending,13-05-2025,17-05-2025,3,,"testing, payment"
836,Create marketing landing page,Hannah,Mobile,High,In Progress,04-08-2025,06-08-2025,5,,"db, backend"
837,Design login page,Bob,Backend,High,Pending,09-09-2025,13-09-2025,8,,"setup, db"
838,Setup CI/CD pipeline,Eve,Backend,Low,Pending,09-09-2025,30-09-2025,6,,"setup, optimization"
839,Design login page,Alice,Mobile,High,Pending,25-05-2025,08-06-2025,16,,"feedback, db"
840,Analyze user activity data,Eve,QA,Medium,Pending,22-07-2025,04-08-2025,14,,db
841,Prepare deployment scripts,Hannah,Backend,Low,Pending,21-04-2025,01-05-2025,6,,"alert, optimization"
842,Fix bug in login module,Hannah,Backend,Medium,In Progress,01-09-2025,04-09-2025,14,,"optimization, feedback, alert"
843,Improve page load performance,Hannah,Frontend,Medium,Completed,29-08-2025,31-08-2025,6,1,"db, design"
844,Deploy application to staging,Frank,Mobile,High,Pending,14-07-2025,17-07-2025,11,,"db, integration, payment"
845,Integrate payment gateway,David,DevOps,Medium,Completed,20-07-2025,09-08-2025,12,11,"payment, dashboard"
846,Fix bug in login module,David,UI/UX,Medium,Pending,16-05-2025,20-05-2025,12,,"testing, backend"
847,Improve page load performance,Bob,DevOps,Medium,Pending,28-08-2025,18-09-2025,9,,"setup, testing"
848,Setup CI/CD pipeline,Grace,QA,Medium,In Progress,02-06-2025,08-06-2025,3,,"dashboard, design"
849,Develop notification system,Carol,Backend,Medium,In Progress,15-06-2025,01-07-2025,3,,"frontend, payment"
850,Create dashboard UI,Eve,Backend,High,Pending,13-06-2025,15-06-2025,3,,deployment
851,Develop notification system,David,QA,High,Completed,03-07-2025,06-07-2025,12,4,feedback
852,Develop notification system,Carol,Mobile,Low,Completed,14-08-2025,31-08-2025,14,8,"setup, payment, feedback"
853,Collect user feedback,Eve,Frontend,Medium,Completed,14-06-2025,03-07-2025,6,4,"payment, optimization"
854,Implement user authentication API,Eve,Frontend,Low,Pending,23-08-2025,10-09-2025,6,,testing
855,Enhance security for API,Eve,DevOps,Medium,Completed,30-09-2025,11-10-2025,10,10,integration
856,Improve page load performance,Frank,DevOps,Medium,Pending,03-05-2025,11-05-2025,9,,deployment
857,Implement search functionality,Eve,UI/UX,Medium,Pending,06-06-2025,11-06-2025,16,,"dashboard, api, alert"
858,Setup CI/CD pipeline,Frank,Mobile,High,In Progress,16-08-2025,03-09-2025,7,,"optimization, feedback"
859,Deploy application to staging,David,DevOps,High,In Progress,22-06-2025,09-07-2025,15,,"frontend, dashboard"
860,Create dashboard UI,Frank,UI/UX,Low,Pending,06-09-2025,10-09-2025,13,,setup
861,Conduct code review,Hannah,DevOps,Low,Pending,22-05-2025,03-06-2025,13,,"db, optimization"
862,Design login page,Hannah,Mobile,Low,In Progress,22-05-2025,27-05-2025,13,,"feedback, alert, integration"
863,Analyze user activity data,David,QA,High,In Progress,20-07-2025,22-07-2025,16,,"testing, deployment, design"
864,Setup project database,Hannah,UI/UX,High,Pending,26-08-2025,06-09-2025,16,,deployment
865,Improve page load performance,Frank,UI/UX,High,In Progress,30-08-2025,17-09-2025,13,,"setup, frontend, alert"
866,Prepare deployment scripts,Frank,Frontend,High,In Progress,08-07-2025,12-07-2025,15,,"backend, frontend, dashboard"
867,Improve page load performance,Bob,Mobile,Low,Pending,08-05-2025,13-05-2025,13,,"alert, dashboard"
868,Improve page load performance,David,UI/UX,Low,Completed,22-05-2025,04-06-2025,15,2,"db, integration"
869,Optimize database queries,Alice,Data,Low,In Progress,08-09-2025,24-09-2025,5,,db
870,Implement search functionality,Grace,Backend,Medium,In Progress,09-05-2025,10-05-2025,8,,"db, backend"
871,Update mobile app UI,Eve,QA,Medium,Pending,30-08-2025,18-09-2025,9,,"dashboard, optimization"
872,Setup project database,Bob,QA,Medium,Pending,11-08-2025,25-08-2025,8,,"alert, optimization"
873,Implement user authentication API,Eve,Backend,High,In Progress,26-07-2025,10-08-2025,12,,deployment
874,Enhance security for API,David,Mobile,Medium,In Progress,05-07-2025,16-07-2025,4,,db
875,Develop notification system,Hannah,Frontend,Medium,In Progress,15-09-2025,05-10-2025,15,,"alert, setup, backend"
876,Setup CI/CD pipeline,Frank,UI/UX,Low,Pending,21-09-2025,10-10-2025,12,,"frontend, api"
877,Prepare deployment scripts,Grace,Mobile,Low,Completed,29-05-2025,04-06-2025,8,5,frontend
878,Deploy application to staging,David,Frontend,High,Completed,05-07-2025,10-07-2025,14,12,"dashboard, db, alert"
879,Develop notification system,Bob,QA,High,Completed,18-09-2025,30-09-2025,10,9,design
880,Fix bug in login module,David,QA,Medium,Completed,11-09-2025,19-09-2025,15,12,"payment, optimization"
881,Create dashboard UI,Grace,QA,Medium,Pending,16-08-2025,29-08-2025,6,,frontend
882,Collect user feedback,Grace,QA,High,Completed,14-06-2025,28-06-2025,10,8,backend
883,Write unit tests for backend,Grace,DevOps,Medium,Completed,16-07-2025,24-07-2025,16,3,payment
884,Design login page,Bob,Backend,Medium,Pending,18-09-2025,19-09-2025,12,,"optimization, setup, testing"
885,Fix bug in login module,Bob,UI/UX,Low,Pending,02-05-2025,10-05-2025,12,,integration
886,Collect user feedback,Carol,Mobile,Medium,Completed,16-08-2025,06-09-2025,6,1,frontend
887,Design login page,David,UI/UX,High,In Progress,02-10-2025,19-10-2025,7,,"feedback, db"
888,Create dashboard UI,Bob,DevOps,High,In Progress,17-09-2025,19-09-2025,11,,backend
889,Create marketing landing page,Hannah,QA,Low,Completed,11-10-2025,20-10-2025,5,5,db
890,Implement user authentication API,Alice,Backend,Medium,Pending,29-09-2025,01-10-2025,2,,backend
891,Setup CI/CD pipeline,Grace,Mobile,Medium,In Progress,30-05-2025,06-06-2025,6,,"feedback, testing, deployment"
892,Collect user feedback,Bob,Backend,Medium,Completed,05-08-2025,11-08-2025,3,1,"design, testing, backend"
893,Setup CI/CD pipeline,Eve,UI/UX,Low,Pending,13-05-2025,18-05-2025,3,,"api, backend"
894,Optimize database queries,Eve,Mobile,Medium,In Progress,28-04-2025,30-04-2025,13,,"alert, setup"
895,Improve page load performance,Bob,Data,Medium,Pending,01-10-2025,15-10-2025,3,,integration
896,Conduct code review,Eve,Mobile,High,Pending,10-07-2025,20-07-2025,7,,"deployment, testing"
897,Create marketing landing page,David,Frontend,Medium,In Progress,16-04-2025,28-04-2025,14,,"db, frontend"
898,Improve page load performance,Eve,Backend,Medium,Pending,26-08-2025,05-09-2025,11,,"backend, frontend, integration"
899,Setup project database,Alice,DevOps,Low,Completed,01-10-2025,16-10-2025,9,4,"integration, db"
900,Optimize database queries,Carol,Data,High,Pending,10-08-2025,22-08-2025,8,,frontend
901,Enhance security for API,Grace,Frontend,Medium,In Progress,10-05-2025,11-05-2025,4,,"design, optimization, alert"
902,Implement user authentication API,Frank,Frontend,High,Pending,14-10-2025,21-10-2025,10,,optimization
903,Write unit tests for backend,Eve,Mobile,High,Pending,16-08-2025,22-08-2025,4,,"deployment, frontend"
904,Implement search functionality,Hannah,Data,Medium,Completed,23-07-2025,01-08-2025,2,2,"db, design, testing"
905,Update mobile app UI,Grace,UI/UX,Medium,In Progress,26-06-2025,05-07-2025,2,,"setup, backend"
906,Develop notification system,Hannah,Backend,Medium,Pending,26-05-2025,13-06-2025,15,,"design, api"
907,Conduct code review,Alice,DevOps,High,In Progress,26-06-2025,08-07-2025,9,,"alert, feedback"
908,Design login page,Bob,Mobile,Low,Completed,08-05-2025,17-05-2025,6,1,"deployment, db, dashboard"
909,Fix bug in login module,Alice,DevOps,High,Pending,26-05-2025,03-06-2025,1,,"deployment, payment, backend"
910,Analyze user activity data,Bob,QA,Medium,In Progress,25-08-2025,29-08-2025,16,,"backend, design, alert"
911,Design login page,Alice,QA,Medium,In Progress,08-05-2025,27-05-2025,13,,"feedback, frontend"
912,Design login page,Carol,Frontend,Medium,Completed,09-08-2025,24-08-2025,5,3,"backend, db"
913,Implement search functionality,David,UI/UX,Low,In Progress,07-08-2025,24-08-2025,4,,"api, backend"
914,Design login page,David,Frontend,Low,In Progress,13-10-2025,18-10-2025,11,,setup
915,Create marketing landing page,Bob,Frontend,High,Pending,28-07-2025,16-08-2025,7,,"alert, backend"
916,Create marketing landing page,Grace,Data,Low,In Progress,15-08-2025,04-09-2025,3,,"dashboard, payment, design"
917,Setup project database,Carol,Data,High,Pending,30-08-2025,20-09-2025,9,,"alert, payment"
918,Improve page load performance,Alice,Mobile,Medium,In Progress,08-08-2025,10-08-2025,9,,"frontend, dashboard, alert"
919,Setup project database,Alice,UI/UX,High,In Progress,06-05-2025,11-05-2025,5,,"testing, payment"
920,Optimize database queries,Eve,Frontend,Medium,In Progress,21-06-2025,25-06-2025,6,,integration
921,Create marketing landing page,Bob,Data,Medium,Pending,12-09-2025,24-09-2025,4,,integration
922,Write unit tests for backend,Bob,Mobile,Medium,Completed,27-09-2025,15-10-2025,15,13,"feedback, design, optimization"
923,Fix bug in login module,Frank,DevOps,Medium,Pending,08-09-2025,21-09-2025,11,,backend
924,Optimize database queries,Hannah,Backend,Low,In Progress,16-05-2025,30-05-2025,14,,setup
925,Develop notification system,Eve,Backend,Medium,In Progress,31-05-2025,05-06-2025,16,,"db, dashboard"
926,Design login page,Grace,DevOps,High,Completed,19-09-2025,04-10-2025,13,7,"db, feedback"
927,Analyze user activity data,Carol,Frontend,High,Pending,07-05-2025,11-05-2025,12,,optimization
928,Create dashboard UI,Carol,UI/UX,Medium,Pending,06-05-2025,08-05-2025,5,,db
929,Design login page,Alice,DevOps,Medium,Pending,21-06-2025,09-07-2025,3,,feedback
930,Deploy application to staging,Alice,UI/UX,Medium,In Progress,04-06-2025,05-06-2025,3,,"setup, integration"
931,Enhance security for API,Grace,Frontend,Low,Pending,01-07-2025,17-07-2025,4,,"deployment, integration, api"
932,Create marketing landing page,Grace,Frontend,High,In Progress,25-04-2025,12-05-2025,6,,payment
933,Deploy application to staging,Frank,DevOps,Medium,Pending,27-06-2025,07-07-2025,1,,"optimization, payment, db"
934,Update mobile app UI,Carol,Data,Low,Completed,21-08-2025,22-08-2025,13,3,"setup, deployment, design"
935,Create dashboard UI,Carol,Mobile,Medium,In Progress,25-06-2025,02-07-2025,15,,"backend, integration"
936,Design login page,Carol,QA,High,In Progress,25-08-2025,03-09-2025,9,,dashboard
937,Create dashboard UI,Grace,Mobile,Low,In Progress,05-09-2025,06-09-2025,2,,"setup, api, design"
938,Fix bug in login module,Hannah,Data,High,Completed,02-10-2025,18-10-2025,14,6,dashboard
939,Update mobile app UI,Bob,Backend,Medium,Pending,11-08-2025,21-08-2025,2,,"setup, frontend"
940,Create marketing landing page,David,UI/UX,High,Pending,01-07-2025,05-07-2025,15,,"deployment, optimization"
941,Setup CI/CD pipeline,Hannah,Backend,High,Completed,10-07-2025,22-07-2025,9,1,"payment, db"
942,Setup project database,Frank,Backend,Medium,Pending,03-09-2025,20-09-2025,2,,"db, deployment"
943,Design login page,Grace,DevOps,Medium,Completed,09-05-2025,13-05-2025,2,1,"alert, testing, frontend"
944,Design login page,Carol,Backend,High,Completed,12-10-2025,30-10-2025,11,3,deployment
945,Setup project database,Eve,Backend,Low,Completed,02-10-2025,10-10-2025,15,8,"deployment, feedback"
946,Integrate payment gateway,Grace,DevOps,High,In Progress,01-10-2025,07-10-2025,10,,setup
947,Implement user authentication API,Alice,Data,High,Pending,18-07-2025,19-07-2025,16,,"deployment, integration, payment"
948,Write unit tests for backend,David,DevOps,Low,Pending,08-09-2025,15-09-2025,4,,"dashboard, frontend"
949,Optimize database queries,Carol,Frontend,Low,Completed,27-06-2025,18-07-2025,5,4,"alert, optimization, design"
950,Analyze user activity data,Bob,Data,Medium,Pending,30-04-2025,06-05-2025,8,,"payment, testing, backend"
951,Create marketing landing page,Hannah,Backend,Low,In Progress,05-05-2025,17-05-2025,11,,"testing, deployment, alert"
952,Write unit tests for backend,Alice,UI/UX,Low,Completed,12-10-2025,27-10-2025,8,5,"db, integration, alert"
953,Integrate payment gateway,Frank,DevOps,Medium,In Progress,23-06-2025,13-07-2025,3,,alert
954,Implement user authentication API,David,Data,Medium,In Progress,15-08-2025,16-08-2025,7,,"db, feedback"
955,Design login page,David,Data,Medium,In Progress,09-10-2025,10-10-2025,6,,"feedback, optimization"
956,Conduct code review,David,QA,Medium,Completed,29-09-2025,10-10-2025,2,1,frontend
957,Integrate payment gateway,Alice,Data,High,Completed,07-07-2025,21-07-2025,11,7,payment
958,Conduct code review,Alice,Frontend,High,In Progress,05-08-2025,09-08-2025,11,,"design, testing, payment"
959,Collect user feedback,Eve,Data,Low,Pending,08-07-2025,09-07-2025,3,,"alert, db, setup"
960,Write unit tests for backend,David,DevOps,Medium,Pending,05-05-2025,14-05-2025,8,,alert
961,Develop notification system,Hannah,Data,Medium,In Progress,29-05-2025,30-05-2025,12,,"design, frontend"
962,Implement search functionality,David,QA,Low,Pending,31-08-2025,10-09-2025,2,,optimization
963,Fix bug in login module,Bob,Mobile,High,Pending,05-09-2025,09-09-2025,13,,integration
964,Setup project database,Carol,DevOps,Medium,Pending,20-08-2025,26-08-2025,3,,alert
965,Enhance security for API,Carol,Backend,Medium,Completed,28-09-2025,15-10-2025,8,5,deployment
966,Implement user authentication API,Hannah,Data,Medium,Pending,31-07-2025,02-08-2025,9,,"setup, deployment, api"
967,Prepare deployment scripts,Eve,UI/UX,Medium,In Progress,27-06-2025,05-07-2025,14,,"alert, testing, feedback"
968,Improve page load performance,David,UI/UX,Medium,Completed,07-10-2025,21-10-2025,2,2,"dashboard, backend, integration"
969,Deploy application to staging,Bob,UI/UX,High,Completed,11-09-2025,15-09-2025,4,1,"feedback, backend, frontend"
970,Develop notification system,Eve,QA,Medium,Pending,10-10-2025,30-10-2025,9,,"payment, feedback"
971,Fix bug in login module,Frank,Mobile,Medium,Completed,01-06-2025,22-06-2025,15,7,"optimization, payment"
972,Conduct code review,Carol,DevOps,Medium,Completed,24-08-2025,13-09-2025,11,10,"payment, frontend, optimization"
